District ID ,District Name ,School ID,School Name,School Year,Total ,Prekindergarten ,KindergartenFull Day ,KindergartenExtended Day ,KindergartenHalf Day ,Totalk,Grade 1 ,Grade 2 ,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade10,Grade11,Grade12
103,Norwalk School District,4,Cranbury Elementary School,2006-07,465,18,79,NA,NA,79,96,66,62,68,76,NA,NA,NA,NA,NA,NA,NA
103,Norwalk School District,20,Fox Run Elementary School,2006-07,447,14,89,NA,NA,89,65,75,60,77,67,NA,NA,NA,NA,NA,NA,NA
103,Norwalk School District,7,Jefferson Magnet School,2006-07,443,NA,81,NA,NA,81,70,73,72,82,65,NA,NA,NA,NA,NA,NA,NA
103,Norwalk School District,8,Kendall Elementary School,2006-07,477,10,74,NA,NA,74,72,86,76,81,78,NA,NA,NA,NA,NA,NA,NA
103,Norwalk School District,22,Marvin Elementary School,2006-07,473,16,78,NA,NA,78,78,69,72,89,71,NA,NA,NA,NA,NA,NA,NA
103,Norwalk School District,21,Naramake Elementary School,2006-07,393,40,66,NA,NA,66,60,55,58,60,54,NA,NA,NA,NA,NA,NA,NA
103,Norwalk School District,52,Nathan Hale Middle School,2006-07,537,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,155,180,202,NA,NA,NA,NA
103,Norwalk School District,61,Norwalk High School,2006-07,1651,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,478,407,390,376
103,Norwalk School District,53,Ponus Ridge Middle School,2006-07,639,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,206,209,224,NA,NA,NA,NA
103,Norwalk School District,55,Roton Middle School,2006-07,447,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,141,148,158,NA,NA,NA,NA
103,Norwalk School District,13,Rowayton School,2006-07,388,3,73,NA,NA,73,69,64,59,72,48,NA,NA,NA,NA,NA,NA,NA
103,Norwalk School District,23,Silvermine Elementary School,2006-07,422,NA,66,NA,NA,66,63,74,73,66,80,NA,NA,NA,NA,NA,NA,NA
103,Norwalk School District,14,Tracey School,2006-07,410,10,63,NA,NA,63,69,65,72,72,59,NA,NA,NA,NA,NA,NA,NA
103,Norwalk School District,54,West Rocks Middle School,2006-07,763,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,240,252,271,NA,NA,NA,NA
103,Norwalk School District,24,Wolfpit School,2006-07,323,18,57,NA,NA,57,52,49,57,47,43,NA,NA,NA,NA,NA,NA,NA
901,Norwich Free Academy,61,Norwich Free Academy,2006-07,2489,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,678,670,611,530
104,Norwich School District,1,Bishop School,2006-07,146,16,NA,32,NA,32,20,23,26,17,12,NA,NA,NA,NA,NA,NA,NA
104,Norwich School District,6,Greeneville School,2006-07,325,NA,NA,62,NA,62,56,49,46,54,58,NA,NA,NA,NA,NA,NA,NA
104,Norwich School District,14,John B. Stanton School,2006-07,303,45,NA,40,NA,40,41,39,53,33,52,NA,NA,NA,NA,NA,NA,NA
104,Norwich School District,20,John M. Moriarty School,2006-07,376,NA,NA,49,NA,49,63,61,60,63,80,NA,NA,NA,NA,NA,NA,NA
104,Norwich School District,51,Kelly Middle School,2006-07,738,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,232,275,231,NA,NA,NA,NA
104,Norwich School District,8,Samuel Huntington School,2006-07,391,29,NA,50,NA,50,54,73,60,61,64,NA,NA,NA,NA,NA,NA,NA
104,Norwich School District,52,Teachers' Memorial Middle School,2006-07,549,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,146,224,179,NA,NA,NA,NA
104,Norwich School District,61,Thames River Academy,2006-07,75,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,16,23,16,20
104,Norwich School District,17,Thomas W. Mahan School,2006-07,284,58,NA,44,NA,44,31,45,37,38,31,NA,NA,NA,NA,NA,NA,NA
104,Norwich School District,19,Uncas School,2006-07,224,NA,NA,37,NA,37,31,35,35,38,48,NA,NA,NA,NA,NA,NA,NA
104,Norwich School District,18,Veterans' Memorial School,2006-07,251,74,NA,25,NA,25,36,26,31,27,32,NA,NA,NA,NA,NA,NA,NA
104,Norwich School District,15,Wequonnoc School,2006-07,242,21,NA,33,NA,33,45,32,39,38,34,NA,NA,NA,NA,NA,NA,NA
263,Odyssey Community School District,51,Odyssey Community School,2006-07,174,NA,NA,NA,NA,0,NA,NA,NA,31,37,37,39,30,NA,NA,NA,NA
106,Old Saybrook School District,2,Kathleen E. Goodwin School,2006-07,486,40,97,NA,NA,97,128,94,127,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,Old Saybrook School District,52,Old Saybrook Middle School,2006-07,633,NA,NA,NA,NA,0,NA,NA,NA,116,126,132,142,117,NA,NA,NA,NA
106,Old Saybrook School District,61,Old Saybrook Senior High School,2006-07,463,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,127,118,117,101
107,Orange School District,2,Mary L. Tracy School,2006-07,195,25,NA,170,NA,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,Orange School District,5,Peck Place School,2006-07,453,NA,NA,NA,NA,0,73,63,95,75,75,72,NA,NA,NA,NA,NA,NA
107,Orange School District,3,Race Brook School,2006-07,417,NA,NA,NA,NA,0,66,77,64,69,78,63,NA,NA,NA,NA,NA,NA
107,Orange School District,4,Turkey Hill School,2006-07,331,NA,NA,NA,NA,0,53,49,52,52,62,63,NA,NA,NA,NA,NA,NA
108,Oxford School District,51,Great Oak School,2006-07,514,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,171,158,185,NA,NA,NA,NA
108,Oxford School District,1,Oxford Center School,2006-07,492,NA,NA,NA,NA,0,NA,NA,170,139,183,NA,NA,NA,NA,NA,NA,NA
108,Oxford School District,3,Quaker Farms School,2006-07,569,23,NA,11,172,183,176,187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
283,Park City Prep Charter School,51,Park City Prep Charter School,2006-07,176,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,63,68,45,NA,NA,NA,NA
109,Plainfield School District,5,Early Childhood Center,2006-07,289,93,NA,NA,196,196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,Plainfield School District,1,Moosup Elementary School,2006-07,280,NA,NA,NA,NA,0,96,106,78,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,Plainfield School District,51,Plainfield Central Middle School,2006-07,626,NA,NA,NA,NA,0,NA,NA,NA,NA,1,200,207,218,NA,NA,NA,NA
109,Plainfield School District,61,Plainfield High School,2006-07,886,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,235,270,210,171
109,Plainfield School District,3,Plainfield Memorial School,2006-07,379,NA,NA,NA,NA,0,NA,NA,NA,199,180,NA,NA,NA,NA,NA,NA,NA
109,Plainfield School District,4,Shepard Hill Elementary School,2006-07,343,NA,NA,NA,NA,0,120,114,109,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,Plainville School District,4,Frank T. Wheeler School,2006-07,334,NA,NA,NA,47,47,45,56,66,62,58,NA,NA,NA,NA,NA,NA,NA
110,Plainville School District,2,Linden Street School,2006-07,371,1,NA,NA,68,68,52,67,60,64,59,NA,NA,NA,NA,NA,NA,NA
110,Plainville School District,5,Louis Toffolon School,2006-07,344,1,NA,NA,42,42,62,52,73,48,66,NA,NA,NA,NA,NA,NA,NA
110,Plainville School District,52,Middle School of Plainville,2006-07,672,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,218,215,239,NA,NA,NA,NA
110,Plainville School District,61,Plainville High School,2006-07,876,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,225,213,248,190
110,Plainville School District,80,Prekindergarten Program,2006-07,38,38,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,Plymouth School District,51,Eli Terry Jr. Middle School,2006-07,490,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,152,163,175,NA,NA,NA,NA
111,Plymouth School District,1,Main Street School,2006-07,186,NA,NA,NA,NA,0,NA,NA,57,64,65,NA,NA,NA,NA,NA,NA,NA
111,Plymouth School District,2,Plymouth Center School,2006-07,525,65,NA,64,NA,64,89,77,65,76,89,NA,NA,NA,NA,NA,NA,NA
111,Plymouth School District,3,Prospect Street School,2006-07,189,19,NA,61,NA,61,54,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,Plymouth School District,61,Terryville High School,2006-07,527,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,143,147,110,127
112,Pomfret School District,1,Pomfret Community School,2006-07,540,41,NA,NA,47,47,47,59,52,60,60,54,65,55,NA,NA,NA,NA
113,Portland School District,5,Brownstone Intermediate School,2006-07,250,NA,NA,NA,NA,0,NA,NA,NA,NA,142,108,NA,NA,NA,NA,NA,NA
113,Portland School District,4,Gildersleeve School,2006-07,225,NA,NA,NA,NA,0,NA,1,121,103,NA,NA,NA,NA,NA,NA,NA,NA
113,Portland School District,61,Portland High School,2006-07,364,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,102,83,87,92
113,Portland School District,51,Portland Middle School,2006-07,232,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,109,123,NA,NA,NA,NA
113,Portland School District,2,Valley View School,2006-07,380,14,NA,NA,117,117,131,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,Preston School District,51,Preston Plains School,2006-07,178,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,63,61,54,NA,NA,NA,NA
114,Preston School District,4,Preston Veterans' Memorial School,2006-07,320,29,44,NA,NA,44,47,42,51,47,60,NA,NA,NA,NA,NA,NA,NA
116,Putnam School District,3,Putnam Elementary School,2006-07,652,76,115,NA,NA,115,104,98,84,86,89,NA,NA,NA,NA,NA,NA,NA
116,Putnam School District,61,Putnam High School,2006-07,410,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,106,97,110,97
116,Putnam School District,51,Putnam Middle School,2006-07,277,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,113,79,85,NA,NA,NA,NA
117,Redding School District,51,John Read Middle School,2006-07,531,NA,NA,NA,NA,0,NA,NA,NA,NA,135,139,138,119,NA,NA,NA,NA
117,Redding School District,1,Redding Elementary School,2006-07,756,60,NA,136,NA,136,118,150,152,140,NA,NA,NA,NA,NA,NA,NA,NA
201,Regional School District 01,61,Housatonic Valley Regional High School,2006-07,565,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,116,171,139,139
204,Regional School District 04,51,John Winthrop Middle School,2006-07,352,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,162,190,NA,NA,NA,NA
204,Regional School District 04,61,Valley Regional High School,2006-07,594,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,154,155,150,135
205,Regional School District 05,51,Amity Middle School: Bethany,2006-07,424,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,213,211,NA,NA,NA,NA
205,Regional School District 05,52,Amity Middle School: Orange,2006-07,409,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,215,192,1,NA,1,NA
205,Regional School District 05,61,Amity Regional High School,2006-07,1676,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,406,430,410,430
206,Regional School District 06,1,Goshen Center School,2006-07,217,NA,NA,NA,23,23,24,27,36,33,35,39,NA,NA,NA,NA,NA,NA
206,Regional School District 06,2,James Morris School,2006-07,197,NA,NA,NA,26,26,26,35,24,33,27,26,NA,NA,NA,NA,NA,NA
206,Regional School District 06,80,Stepping Stones Preschool Program,2006-07,6,6,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
206,Regional School District 06,61,Wamogo Regional High School,2006-07,554,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,76,88,94,119,98,79
206,Regional School District 06,3,Warren Elementary School,2006-07,109,NA,NA,NA,13,13,19,13,18,10,16,20,NA,NA,NA,NA,NA,NA
207,Regional School District 07,61,Northwestern Regional High School,2006-07,735,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,192,200,171,172
207,Regional School District 07,51,Northwestern Regional Middle School,2006-07,370,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,182,188,NA,NA,NA,NA
208,Regional School District 08,61,Rham High School,2006-07,1025,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,267,276,240,242
208,Regional School District 08,51,Rham Middle School,2006-07,620,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,330,290,NA,NA,NA,NA
209,Regional School District 09,61,Joel Barlow High School,2006-07,962,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,244,238,248,232
210,Regional School District 10,51,Har-Bur Middle School,2006-07,674,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,218,247,209,NA,NA,NA,NA
210,Regional School District 10,3,Harwinton Consolidated School,2006-07,638,22,NA,NA,104,104,92,102,112,94,112,NA,NA,NA,NA,NA,NA,NA
210,Regional School District 10,2,Lake Garda Elementary School,2006-07,737,16,NA,NA,113,113,127,133,110,116,122,NA,NA,NA,NA,NA,NA,NA
210,Regional School District 10,61,Lewis S. Mills High School,2006-07,775,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,221,200,177,177
211,Regional School District 11,61,Parish Hill High School,2006-07,325,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,57,69,48,62,36,53
212,Regional School District 12,2,Booth Free School,2006-07,132,NA,NA,20,NA,20,17,15,28,30,22,NA,NA,NA,NA,NA,NA,NA
212,Regional School District 12,80,Early Childhood Education Center,2006-07,20,20,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,Regional School District 12,61,Shepaug Valley High School,2006-07,392,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,93,99,104,96
212,Regional School District 12,51,Shepaug Valley Middle School,2006-07,234,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,80,66,88,NA,NA,NA,NA
212,Regional School District 12,1,The Burnham School,2006-07,113,NA,NA,NA,24,24,10,17,22,21,19,NA,NA,NA,NA,NA,NA,NA
212,Regional School District 12,4,Washington Primary School,2006-07,191,NA,NA,NA,23,23,35,32,37,26,38,NA,NA,NA,NA,NA,NA,NA
213,Regional School District 13,61,Coginchaug Regional High School,2006-07,579,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,164,134,160,121
213,Regional School District 13,2,Francis E. Korn School,2006-07,209,NA,NA,NA,NA,0,NA,NA,101,108,NA,NA,NA,NA,NA,NA,NA,NA
213,Regional School District 13,51,Frank Ward Strong School,2006-07,352,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,176,176,NA,NA,NA,NA
213,Regional School District 13,1,Frederick Brewster School,2006-07,327,34,1,NA,83,84,94,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
213,Regional School District 13,5,John Lyman School,2006-07,340,NA,NA,NA,68,68,58,73,68,73,NA,NA,NA,NA,NA,NA,NA,NA
213,Regional School District 13,4,Middlefield Memorial School,2006-07,360,NA,NA,NA,NA,0,NA,NA,NA,NA,173,187,NA,NA,NA,NA,NA,NA
214,Regional School District 14,1,Bethlehem Elementary School,2006-07,341,6,NA,NA,55,55,55,44,64,53,64,NA,NA,NA,NA,NA,NA,NA
214,Regional School District 14,80,Integrated Star Preschool Program,2006-07,10,10,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
214,Regional School District 14,2,Mitchell Elementary School,2006-07,474,NA,NA,NA,88,88,89,96,94,107,NA,NA,NA,NA,NA,NA,NA,NA
214,Regional School District 14,61,Nonnewaug High School,2006-07,836,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,214,209,237,176
214,Regional School District 14,51,Woodbury Middle School,2006-07,622,NA,NA,NA,NA,0,NA,NA,NA,NA,103,167,168,184,NA,NA,NA,NA
215,Regional School District 15,4,Gainfield Elementary School,2006-07,487,NA,NA,NA,66,66,81,81,78,87,94,NA,NA,NA,NA,NA,NA,NA
215,Regional School District 15,7,Long Meadow Elementary School,2006-07,616,62,NA,NA,97,97,83,100,97,81,96,NA,NA,NA,NA,NA,NA,NA
215,Regional School District 15,52,Memorial Middle School,2006-07,541,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,175,169,197,NA,NA,NA,NA
215,Regional School District 15,6,Middlebury Elementary School,2006-07,454,NA,NA,NA,73,73,66,66,89,69,91,NA,NA,NA,NA,NA,NA,NA
215,Regional School District 15,62,Pomperaug Regional High School,2006-07,1380,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,382,350,346,302
215,Regional School District 15,5,Pomperaug School,2006-07,525,NA,NA,NA,78,78,79,91,86,93,98,NA,NA,NA,NA,NA,NA,NA
215,Regional School District 15,51,Rochambeau Middle School,2006-07,569,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,175,189,205,NA,NA,NA,NA
216,Regional School District 16,3,Algonquin School,2006-07,517,49,NA,NA,111,111,109,116,132,NA,NA,NA,NA,NA,NA,NA,NA,NA
216,Regional School District 16,2,Community School,2006-07,232,NA,NA,NA,NA,0,NA,NA,NA,111,121,NA,NA,NA,NA,NA,NA,NA
216,Regional School District 16,1,Laurel Ledge School,2006-07,491,22,2,NA,72,74,78,68,73,84,92,NA,NA,NA,NA,NA,NA,NA
216,Regional School District 16,51,Long River Middle School,2006-07,628,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,200,213,215,NA,NA,NA,NA
216,Regional School District 16,60,Woodland Regional High School,2006-07,814,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,204,196,211,203
217,Regional School District 17,2,Burr District Elementary School,2006-07,458,37,NA,33,NA,33,42,47,42,53,58,145,NA,1,NA,NA,NA,NA
217,Regional School District 17,1,Haddam Elementary School,2006-07,400,13,NA,45,NA,45,66,49,60,57,55,55,NA,NA,NA,NA,NA,NA
217,Regional School District 17,61,Haddam-Killingworth High School,2006-07,679,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,166,193,182,138
217,Regional School District 17,51,Haddam-Killingworth Middle School,2006-07,436,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,222,214,NA,NA,NA,NA
217,Regional School District 17,3,Killingworth Elementary School,2006-07,529,NA,NA,86,NA,86,84,90,95,94,80,NA,NA,NA,NA,NA,NA,NA
218,Regional School District 18,3,Center School,2006-07,218,NA,NA,NA,NA,0,NA,NA,64,71,83,NA,NA,NA,NA,NA,NA,NA
218,Regional School District 18,1,Lyme Consolidated School,2006-07,185,NA,18,NA,NA,18,34,32,33,28,40,NA,NA,NA,NA,NA,NA,NA
218,Regional School District 18,61,Lyme-Old Lyme High School,2006-07,459,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,97,119,127,116
218,Regional School District 18,51,Lyme-Old Lyme Middle School,2006-07,372,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,116,123,133,NA,NA,NA,NA
218,Regional School District 18,2,Mile Creek School,2006-07,287,38,82,NA,NA,82,77,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,Regional School District 19,61,E. O. Smith High School,2006-07,1201,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,284,294,303,320
118,Ridgefield School District,8,Barlow Mountain Elementary School,2006-07,462,57,NA,NA,59,59,66,69,64,81,66,NA,NA,NA,NA,NA,NA,NA
118,Ridgefield School District,6,Branchville Elementary School,2006-07,446,4,NA,NA,65,65,77,69,67,74,90,NA,NA,NA,NA,NA,NA,NA
118,Ridgefield School District,51,East Ridge Middle School,2006-07,737,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,234,251,252,NA,NA,NA,NA
118,Ridgefield School District,4,Farmingville Elementary School,2006-07,384,2,NA,NA,49,49,51,76,67,65,74,NA,NA,NA,NA,NA,NA,NA
118,Ridgefield School District,3,Ridgebury Elementary School,2006-07,470,6,NA,NA,64,64,62,86,83,83,86,NA,NA,NA,NA,NA,NA,NA
118,Ridgefield School District,61,Ridgefield High School,2006-07,1748,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,456,453,426,413
118,Ridgefield School District,5,Scotland Elementary School,2006-07,386,2,NA,NA,43,43,64,70,67,72,68,NA,NA,NA,NA,NA,NA,NA
118,Ridgefield School District,52,Scotts Ridge Middle School,2006-07,590,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,196,196,198,NA,NA,NA,NA
118,Ridgefield School District,2,Veterans Park Elementary School,2006-07,352,6,NA,NA,52,52,53,53,60,54,74,NA,NA,NA,NA,NA,NA,NA
119,Rocky Hill School District,51,Albert D. Griswold Middle School,2006-07,585,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,193,209,183,NA,NA,NA,NA
119,Rocky Hill School District,2,Dr. Oran A. Moser School,2006-07,88,NA,NA,NA,26,26,33,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,Rocky Hill School District,4,Myrtle H. Stevens School,2006-07,524,21,NA,NA,60,60,64,72,110,101,96,NA,NA,NA,NA,NA,NA,NA
119,Rocky Hill School District,61,Rocky Hill High School,2006-07,737,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,192,185,190,170
119,Rocky Hill School District,5,West Hill School,2006-07,642,35,NA,NA,95,95,108,96,110,91,107,NA,NA,NA,NA,NA,NA,NA
121,Salem School District,1,Salem Elementary School,2006-07,530,12,NA,NA,51,51,66,32,54,60,62,69,51,73,NA,NA,NA,NA
122,Salisbury School District,1,Salisbury Central School,2006-07,311,7,29,NA,NA,29,34,44,29,30,25,40,31,42,NA,NA,NA,NA
123,Scotland School District,1,Scotland Elementary School,2006-07,191,18,NA,NA,25,25,27,17,35,29,19,21,NA,NA,NA,NA,NA,NA
124,Seymour School District,3,Anna L. Lopresti School,2006-07,318,NA,14,NA,41,55,53,56,55,56,43,NA,NA,NA,NA,NA,NA,NA
124,Seymour School District,1,Bungay School,2006-07,556,NA,6,NA,92,98,93,89,97,93,86,NA,NA,NA,NA,NA,NA,NA
124,Seymour School District,4,Paul Chatfield School,2006-07,290,34,NA,NA,44,44,44,38,46,41,43,NA,NA,NA,NA,NA,NA,NA
124,Seymour School District,61,Seymour High School,2006-07,975,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,298,288,213,176
124,Seymour School District,51,Seymour Middle School,2006-07,598,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,198,192,208,NA,NA,NA,NA
125,Sharon School District,1,Sharon Center School,2006-07,231,10,26,NA,NA,26,21,26,25,20,24,16,35,28,NA,NA,NA,NA
126,Shelton School District,10,Booth Hill School,2006-07,480,NA,NA,NA,63,63,70,70,83,74,64,56,NA,NA,NA,NA,NA,NA
126,Shelton School District,5,Elizabeth Shelton School,2006-07,576,1,NA,NA,NA,0,93,94,103,90,99,96,NA,NA,NA,NA,NA,NA
126,Shelton School District,51,Intermediate School,2006-07,920,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,467,453,NA,NA,NA,NA
126,Shelton School District,4,Lafayette School,2006-07,419,37,NA,NA,50,50,67,51,48,57,55,54,NA,NA,NA,NA,NA,NA
126,Shelton School District,8,Long Hill School,2006-07,584,19,NA,NA,91,91,75,92,96,68,75,68,NA,NA,NA,NA,NA,NA
126,Shelton School District,9,Mohegan School,2006-07,616,NA,NA,NA,89,89,88,94,80,87,85,93,NA,NA,NA,NA,NA,NA
126,Shelton School District,61,Shelton High School,2006-07,1717,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,429,418,456,414
126,Shelton School District,6,Sunnyside School,2006-07,379,NA,NA,NA,102,102,43,37,56,44,52,45,NA,NA,NA,NA,NA,NA
127,Sherman School District,1,Sherman School,2006-07,479,20,NA,47,NA,47,50,44,46,57,62,54,42,57,NA,NA,NA,NA
270,Side By Side Community School District,1,Side By Side Community School,2006-07,235,35,22,NA,NA,22,22,23,22,22,24,23,21,21,NA,NA,NA,NA
128,Simsbury School District,1,Central School,2006-07,460,23,NA,NA,90,90,55,50,53,61,58,70,NA,NA,NA,NA,NA,NA
128,Simsbury School District,51,Henry James Memorial School,2006-07,790,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,416,374,NA,NA,NA,NA
128,Simsbury School District,6,Latimer Lane School,2006-07,557,NA,NA,NA,NA,0,79,98,97,96,98,89,NA,NA,NA,NA,NA,NA
128,Simsbury School District,61,Simsbury High School,2006-07,1552,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,429,395,374,354
128,Simsbury School District,7,Squadron Line School,2006-07,804,NA,2,NA,85,87,113,113,119,114,125,133,NA,NA,NA,NA,NA,NA
128,Simsbury School District,3,Tariffville School,2006-07,259,NA,NA,NA,NA,0,27,47,54,43,47,41,NA,NA,NA,NA,NA,NA
128,Simsbury School District,4,Tootin' Hills School,2006-07,570,16,3,3,119,125,73,56,72,71,81,76,NA,NA,NA,NA,NA,NA
129,Somers School District,51,Mabelle B. Avery Middle School,2006-07,416,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,142,136,138,NA,NA,NA,NA
129,Somers School District,4,Somers Elementary School,2006-07,744,18,NA,114,NA,114,106,114,133,128,131,NA,NA,NA,NA,NA,NA,NA
129,Somers School District,61,Somers High School,2006-07,574,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,155,148,138,133
132,South Windsor School District,7,Eli Terry School,2006-07,435,53,NA,NA,60,60,52,68,71,58,73,NA,NA,NA,NA,NA,NA,NA
132,South Windsor School District,6,Orchard Hill School,2006-07,491,3,NA,NA,69,69,94,74,83,99,69,NA,NA,NA,NA,NA,NA,NA
132,South Windsor School District,1,Philip R. Smith School,2006-07,476,3,NA,NA,50,50,74,73,93,81,102,NA,NA,NA,NA,NA,NA,NA
132,South Windsor School District,2,Pleasant Valley School,2006-07,463,3,NA,NA,55,55,85,78,67,91,84,NA,NA,NA,NA,NA,NA,NA
132,South Windsor School District,62,South Windsor High School,2006-07,1651,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,419,425,414,393
132,South Windsor School District,51,Timothy Edwards School,2006-07,1203,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,376,392,435,NA,NA,NA,NA
132,South Windsor School District,4,Wapping Elementary School,2006-07,308,NA,NA,NA,45,45,59,54,38,54,58,NA,NA,NA,NA,NA,NA,NA
131,Southington School District,15,Derynoski Elementary School,2006-07,688,NA,NA,NA,110,110,107,116,110,129,116,NA,NA,NA,NA,NA,NA,NA
131,Southington School District,13,Flanders School,2006-07,339,NA,NA,NA,45,45,62,55,60,50,67,NA,NA,NA,NA,NA,NA,NA
